,region_code,region,total_earners,median_age,income_sum,income_median,income_mean
906,212031308,Pearcedale - Tooradin,4796,45,296872209,52929,61900
907,212031457,Narre Warren South (East),7910,43,474851570,50794,60032
908,212031458,Narre Warren South (West),9115,40,491076851,49029,53876
909,212041309,Clarinda - Oakleigh South,6664,42,376860670,48624,56552
910,212041310,Clayton South,7807,35,379483988,41948,48608
911,212041311,Dandenong,15915,35,730619563,40965,45908
912,212041312,Dandenong North,12036,39,602649475,45046,50071
913,212041313,Dingley Village,6475,46,403524190,51882,62320
914,212041314,Keysborough,16704,39,929506059,47768,55646
915,212041316,Noble Park North,4012,40,198841399,45550,49562
916,212041317,Springvale,12210,35,525243101,37720,43017
917,212041318,Springvale South,6900,38,307577227,41632,44576
918,212041459,Noble Park - East,7417,34,345098912,43390,46528
919,212041460,Noble Park - West,10508,36,464136260,40731,44170
920,212051319,Ashwood - Chadstone,11715,38,753816599,50605,64346
921,212051320,Clayton,11056,31,489690526,33446,44292
922,212051321,Glen Waverley - East,13505,46,809886338,41614,59969
923,212051322,Glen Waverley - West,12548,44,729110296,42153,58106
924,212051323,Mount Waverley - North,10220,45,672191673,46068,65772
925,212051324,Mount Waverley - South,12055,44,801323430,49174,66472
926,212051325,Mulgrave,11496,42,681699528,49274,59299
927,212051326,Oakleigh - Huntingdale,13624,39,853123995,51092,62619
928,212051327,Wheelers Hill,12805,48,878551465,46840,68610
929,213011328,Ardeer - Albion,4479,35,224299173,44333,50078
930,213011329,Cairnlea,5567,40,303235465,48507,54470
931,213011330,Deer Park - Derrimut,14083,37,759999250,49400,53966
932,213011331,Delahey,4551,39,231112531,47704,50783
933,213011332,Keilor Downs,7466,42,416752682,48481,55820
934,213011333,Kings Park (Vicnp),6608,39,305458502,44383,46226
935,213011334,St Albans - North,10444,35,456210821,39148,43682
936,213011335,St Albans - South,8533,36,370912781,39238,43468
937,213011336,Sunshine,5971,35,299258602,42718,50119
938,213011337,Sunshine North,6314,37,298793792,41568,47322
939,213011338,Sunshine West,9833,37,483082838,44582,49129
940,213011339,Sydenham,6974,39,387143533,49930,55512
941,213011340,Taylors Lakes,11001,46,698154131,53445,63463
942,213021341,Altona,8061,43,580306826,60433,71989
943,213021342,Altona Meadows,10928,40,642919175,53710,58832
944,213021343,Altona North,7539,38,493062953,56991,65402
945,213021344,Newport,11533,41,961888697,69816,83403
946,213021345,Seabrook,3020,41,184735807,53840,61171
947,213021346,Williamstown,10154,47,958028224,65886,94350
948,213031347,Braybrook,10693,34,565601826,45758,52895
949,213031348,Footscray,11301,33,652076504,49243,57701
950,213031349,Maribyrnong,8528,36,566293860,54054,66404
951,213031350,Seddon - Kingsville,6027,39,471420532,66372,78218
952,213031351,West Footscray - Tottenham,7505,36,472777662,54086,62995
953,213031352,Yarraville,9714,40,807524223,69410,83130
954,213041353,Bacchus Marsh,12832,42,812107265,55049,63288
955,213041355,Hillside,13769,39,859239530,55436,62404
956,213041356,Melton,10019,40,538426019,49429,53740
957,213041357,Melton South,14613,37,820527193,51631,56150
958,213041358,Melton West,10446,38,577789936,50890,55312
959,213041359,Rockbank - Mount Cottrell,3367,35,191944310,51869,57008
960,213041360,Taylors Hill,10902,40,690793552,55206,63364
961,213041461,Burnside,2803,41,158207119,51099,56442
962,213041462,Burnside Heights,3419,38,202846448,53194,59329
963,213041463,Caroline Springs,11530,41,738554425,56469,64055
964,213051361,Hoppers Crossing - North,11451,40,645435168,50021,56365
965,213051362,Hoppers Crossing - South,10907,39,566429792,46357,51933
966,213051363,Laverton,6951,34,397099029,48242,57128
967,213051365,Tarneit,25458,35,1400237891,49502,55002
968,213051366,Truganina,17078,35,946544389,49591,55425
969,213051368,Werribee - South,8336,41,528354230,54254,63382
970,213051369,Wyndham Vale,15141,36,878728157,53042,58036
971,213051464,Point Cook - East,9880,38,678916585,54778,68716
972,213051465,Point Cook - North,13669,40,890452055,55479,65144
973,213051466,Point Cook - South,10044,37,685206949,59244,68221
974,213051467,Werribee - East,10231,39,541760223,48183,52953
975,213051468,Werribee - West,9783,37,594999767,54038,60820
976,214011370,Carrum Downs,12512,39,706682933,52775,56480
977,214011371,Frankston,13243,41,732747364,49025,55331
978,214011372,Frankston North,9834,40,495642667,47096,50401
979,214011373,Frankston South,11338,46,759553151,52775,66992
980,214011374,Langwarrin,14904,42,925961602,54344,62128
981,214011375,Seaford (Vicnp),9736,42,568196334,52561,58360
982,214011376,Skye - Sandhurst,8253,42,543151927,56067,65813
983,214021377,Dromana,7194,49,430105453,45133,59787
984,214021378,Flinders,3770,54,309813173,48001,82179
985,214021379,Hastings - Somers,12638,44,718730635,47771,56871
986,214021380,Mornington,14806,48,922041718,48011,62275
987,214021381,Mount Eliza,11642,49,1004905998,57054,86317
988,214021382,Mount Martha,11837,48,846089763,51240,71478
989,214021383,Point Nepean,10772,50,663023638,42054,61551
990,214021384,Rosebud - McCrae,11356,48,559703486,41225,49287
991,214021385,Somerville,11527,44,697097022,50618,60475
992,215011386,Ararat,4213,46,220255875,46014,52280
993,215011387,Ararat Region,1890,50,114261122,47161,60456
994,215011388,Horsham,9682,44,530774083,48609,54821
995,215011389,Horsham Region,2227,49,130847862,48229,58755
996,215011390,Nhill Region,3917,50,251100489,47884,64105
997,215011391,St Arnaud,1871,50,92074351,40796,49211
998,215011392,Stawell,4657,48,243544214,46277,52296
999,215011393,West Wimmera,1616,51,106292278,48912,65775
1000,215011394,Yarriambiack,3555,51,186537845,44238,52472
1001,215021395,Irymple,4121,44,238536200,48528,57883
1002,215021396,Merbein,2612,45,130741309,44855,50054
1003,215021398,Mildura Region,2058,48,100131275,42224,48655
1004,215021399,Red Cliffs,3188,43,149188367,42024,46797
1005,215021469,Mildura - North,10131,42,539782287,44735,53280
1006,215021470,Mildura - South,8944,42,476213771,47259,53244
1007,215031400,Buloke,3412,51,161722190,40194,47398
1008,215031401,Gannawarra,3642,49,167870345,40105,46093
1009,215031402,Kerang,2016,50,95820138,41578,47530
1010,215031403,Robinvale,2028,39,114932525,40631,56673
1011,215031404,Swan Hill,6482,42,351742685,47032,54265
1012,215031405,Swan Hill Region,3593,46,190111967,45118,52912
1013,216011406,Echuca,9084,46,495079836,46573,54500
1014,216011407,Kyabram,6189,46,294342836,43561,47559
1015,216011408,Lockington - Gunbower,2267,47,107001159,42995,47199
1016,216011409,Rochester,2215,48,106477960,42145,48071
1017,216011410,Rushworth,2094,50,94881066,39503,45311
1018,216021411,Cobram,3301,44,164702353,43338,49895
1019,216021412,Moira,1621,49,79764690,41048,49207
1020,216021413,Numurkah,6938,47,318126496,42225,45853
1021,216021414,Yarrawonga,4310,48,214220865,41980,49703
1022,216031415,Mooroopna,4196,43,201300338,45031,47974
1023,216031416,Shepparton - North,11076,43,648674147,49055,58566
1024,216031417,Shepparton - South,12980,41,675475553,44866,52040
1025,216031418,Shepparton Region - East,2510,48,121351423,43882,48347
1026,216031419,Shepparton Region - West,5784,46,293956111,44940,50822
1027,217011420,Glenelg (Vicnp),5052,50,269029754,45234,53252
1028,217011421,Hamilton (Vicnp),5842,47,308476425,45492,52803
1029,217011422,Portland,6027,46,344255035,47803,57119
1030,217011423,Southern Grampians,3748,50,208367680,45499,55594
1031,217031471,Camperdown,1928,49,98146946,44698,50906
1032,217031472,Colac,7434,42,389983249,47628,52459
1033,217031473,Colac Region,3519,47,166453772,41860,47301
1034,217031474,Corangamite - North,3006,49,165934389,45668,55201
1035,217031475,Corangamite - South,4425,48,212721583,40261,48073
1036,217031476,Otway,2360,51,109617595,36219,46448
1037,217041477,Moyne - East,4081,46,226791976,46071,55573
1038,217041478,Moyne - West,5852,48,325059577,45256,55547
1039,217041479,Warrnambool - North,13157,43,738088967,48855,56099
1040,217041480,Warrnambool - South,8052,44,469001061,47242,58247
1041,Queensland,,2876295,42,179497373115,50298,62406
1042,301011001,Alexandra Hills,10007,42,581122040,52984,58072
1043,301011002,Belmont - Gumdale,4887,46,425747584,57831,87118
1044,301011003,Birkdale,9180,44,592937798,53895,64590
1045,301011004,Capalaba,10992,42,652417499,52543,59354
1046,301011005,Thorneside,2254,43,140124644,55633,62167
1047,301011006,Wellington Point,7608,46,523974448,55107,68872
1048,301021007,Cleveland,9420,49,679821390,50002,72168
1049,301021008,Ormiston,3888,49,289462686,53144,74450
1050,301021009,Redland Bay,10290,44,654506202,54190,63606
1051,301021011,Sheldon - Mount Cotton,5205,42,372115050,61519,71492
1052,301021012,Thornlands,10596,43,706139776,55675,66642
1053,301021013,Victoria Point,8765,47,514524218,48928,58702
1054,301021527,Redland Islands,3954,54,173973947,33747,43999
1055,301031014,Brisbane Port - Lytton,20,44,1826842,61121,91342
1056,301031015,Manly - Lota,4676,47,373550002,58629,79887
1057,301031016,Manly West,7167,44,482006438,57847,67254
1058,301031017,Murarrie,3057,38,224002514,60536,73275
1059,301031018,Tingalpa,5520,41,352911636,57129,63933
1060,301031019,Wakerley,5564,42,457078349,68569,82149
1061,301031020,Wynnum,8469,45,589914987,56660,69656
1062,301031021,Wynnum West - Hemmant,8860,41,544103230,55062,61411
1063,302011022,Bald Hills,4629,40,277283275,54243,59901
1064,302011023,Bridgeman Downs,6352,45,545245196,61560,85838
1065,302011024,Carseldine,5875,43,380411698,55417,64751
1066,302011025,Everton Park,6202,38,405506289,58168,65383
1067,302011026,McDowall,5127,43,361870107,58691,70581
1068,302021027,Aspley,8008,45,524461547,53267,65492
1069,302021028,Chermside,6677,34,383929803,50570,57500
1070,302021029,Chermside West,4191,43,271738412,55010,64839
1071,302021030,Geebung,2785,42,179529122,55959,64463
1072,302021031,Kedron - Gordon Park,9217,39,695617020,61871,75471
1073,302021032,Stafford,4048,37,273406465,57638,67541
1074,302021033,Stafford Heights,4211,42,279712642,55459,66424
1075,302021034,Wavell Heights,6492,42,519791790,64499,80067
1076,302031035,Boondall,5746,41,341264932,52795,59392
1077,302031036,Brisbane Airport,96,42,7881428,72913,82098
1078,302031037,Eagle Farm - Pinkenba,1092,40,86981959,62042,79654
1079,302031038,Northgate - Virginia,4640,38,333177593,59389,71806
1080,302031039,Nudgee - Banyo,6432,40,435086075,59259,67644
1081,302031040,Nundah,9046,35,615228377,58601,68011
1082,302041041,Bracken Ridge,10470,41,620252975,52854,59241
1083,302041042,Brighton (Qld),5698,45,386519356,58162,67834
1084,302041043,Deagon,2201,43,135970316,55447,61777
1085,302041044,Sandgate - Shorncliffe,3939,47,289372148,57904,73463
1086,302041045,Taigum - Fitzgibbon,8115,38,467854840,52454,57653
1087,302041046,Zillmere,5388,35,289868577,49571,53799
1088,303011047,Camp Hill,7693,41,708661509,69864,92118
1089,303011048,Cannon Hill,4283,36,317615791,62262,74157
1090,303011049,Carina,7198,39,490299882,60052,68116
1091,303011050,Carina Heights,4299,38,294105763,57813,68413
1092,303011051,Carindale,10986,46,824309798,54721,75033
1093,303021052,Annerley,7918,35,510616378,52803,64488
1094,303021053,Coorparoo,12282,37,987161734,60994,80375
1095,303021054,Fairfield - Dutton Park,3281,35,217530097,51710,66300
1096,303021055,Greenslopes,6973,34,483720750,57252,69371
1097,303021056,Holland Park,5266,41,410008068,62608,77859
1098,303021057,Holland Park West,4107,39,313870926,61813,76423
1099,303021058,Woolloongabba,5022,31,298613873,47966,59461
1100,303021059,Yeronga,6657,41,562966246,59835,84568
1101,303031060,Eight Mile Plains,9799,38,539101463,42811,55016
1102,303031061,Macgregor (Qld),3887,36,176621675,33940,45439
1103,303031062,Mansfield (Qld),5300,44,315510095,48926,59530
1104,303031063,Mount Gravatt,9440,39,629873735,56911,66724
1105,303031064,Rochedale - Burbank,5601,40,411455938,53906,73461
1106,303031065,Upper Mount Gravatt,5923,35,322178445,44816,54394
1107,303031066,Wishart,7012,44,419517082,49007,59828
1108,303041067,Coopers Plains,3461,35,165866524,41452,47924
1109,303041068,Moorooka,6847,38,448223373,56324,65463
1110,303041069,Robertson,3355,37,181151358,35452,53994
1111,303041070,Salisbury - Nathan,4521,38,273088244,53252,60404
1112,303041071,Tarragindi,6751,43,571002182,67034,84580
1113,303051072,Algester,5193,39,276373333,48471,53220
1114,303051073,Calamvale - Stretton,13689,38,731814474,43815,53460
1115,303051074,Pallara - Willawong,4283,36,267293161,55945,62408
1116,303051075,Parkinson - Drewvale,9645,41,574524766,51459,59567
1117,303051076,Rocklea - Acacia Ridge,5146,36,256896699,46002,49922
1118,303061077,Kuraby,4877,41,286435145,46334,58732
1119,303061078,Runcorn,9061,36,428372628,39608,47277
1120,303061079,Sunnybank,5800,36,256984716,32101,44308
1121,303061080,Sunnybank Hills,10888,39,563786495,40303,51781
1122,304011081,Jindalee - Mount Ommaney,4882,46,337269504,54601,69084
1123,304011082,Middle Park - Jamboree Heights,4489,43,279097820,53548,62174
1124,304011083,Riverhills,2523,40,159999466,56672,63416
1125,304011084,Seventeen Mile Rocks - Sinnamon Park,6116,45,478208705,62620,78190
1126,304011085,Westlake,2979,48,220738207,57503,74098
1127,304021086,Bellbowrie - Moggill,6299,44,449870900,60032,71419
1128,304021087,Brookfield - Kenmore Hills,4577,49,478345805,61796,104511
1129,304021088,Chapel Hill,7044,46,612372918,60502,86935
1130,304021089,Fig Tree Pocket,2685,46,310252680,67370,115550
1131,304021090,Kenmore,5857,46,451461217,57411,77081
1132,304021091,Pinjarra Hills - Pullenvale,3571,48,374596504,64730,104900
1133,304031092,Chelmer - Graceville,4912,45,523318418,69517,106539
1134,304031093,Corinda,3233,43,261321112,60249,80829
1135,304031094,Indooroopilly,8106,39,708887613,52749,87452
1136,304031095,Sherwood,4114,42,352948262,61820,85792
1137,304031096,St Lucia,5674,37,465407055,41999,82025
1138,304031097,Taringa,5984,36,446306269,52073,74583
1139,304041098,Enoggera,5496,35,400238271,64370,72824
1140,304041099,Enoggera Reservoir,15,47,1299545,34311,86636
1141,304041100,Keperra,4083,42,244739713,52486,59941
1142,304041101,Mitchelton,5301,41,393240699,63145,74182
1143,304041102,Mount Coot-tha,np,np,np,np,np
1144,304041103,The Gap,10652,46,867081801,61212,81401
1145,304041104,Upper Kedron - Ferny Grove,6645,43,472006870,60640,71032
1146,305011105,Brisbane City,9517,32,680263538,39592,71479
1147,305011106,Fortitude Valley,6617,31,401236442,49736,60637
1148,305011107,Highgate Hill,4286,39,329258796,50672,76822
1149,305011108,Kangaroo Point,6908,35,546907672,56440,79170
1150,305011109,New Farm,9117,37,886440295,62725,97229
1151,305011110,South Brisbane,7215,33,516542853,50645,71593
1152,305011111,Spring Hill,4958,32,296758825,38488,59855
1153,305011112,West End,9115,36,701488985,58335,76960
1154,305021113,Balmoral,2995,41,289054811,69440,96512
1155,305021114,Bulimba,4718,43,532565284,76860,112879
1156,305021115,East Brisbane,4242,34,318205803,52719,75013
1157,305021116,Hawthorne,3505,41,397967026,70741,113543
1158,305021117,Morningside - Seven Hills,9160,36,724859119,64028,79133
1159,305021118,Norman Park,4672,39,456665790,68511,97745
1160,305031119,Albion,2944,33,221712185,61321,75310
1161,305031120,Alderley,4372,39,367736331,63749,84112
1162,305031121,Ascot,3852,43,481921121,67320,125109
1163,305031122,Clayfield,7472,39,691437455,59483,92537
1164,305031123,Grange,2782,43,273526488,71495,98320
1165,305031124,Hamilton (Qld),4815,41,512781369,62618,106497
1166,305031125,Hendra,3216,45,325476539,67881,101205
1167,305031126,Kelvin Grove - Herston,5586,34,371603944,47292,66524
1168,305031127,Newmarket,3366,36,268220021,56862,79685
1169,305031128,Newstead - Bowen Hills,12546,33,1157854548,67297,92289
1170,305031129,Wilston,2661,42,295501785,70263,111049
1171,305031130,Windsor,5250,35,415385613,59821,79121
1172,305031131,Wooloowin - Lutwyche,7321,36,577944439,60176,78943
1173,305041132,Ashgrove,8817,43,833195392,65504,94499
1174,305041133,Auchenflower,4022,36,341433786,58781,84892
1175,305041134,Bardon,6542,44,733787514,70435,112166
1176,305041135,Paddington - Milton,8478,36,811784332,64289,95752
1177,305041136,Red Hill (Qld),4030,38,342776822,60379,85056
1178,305041137,Toowong,7888,35,617856184,55731,78329
1179,306011138,Brinsmead,3613,44,240291328,56788,66507
1180,306011139,Clifton Beach - Kewarra Beach,7112,48,431431089,49421,60662
1181,306011140,Freshwater - Stratford,2508,45,175800081,57137,70096
1182,306011141,Redlynch,8188,43,568490581,58865,69430
1183,306011142,Trinity Beach - Smithfield,9728,42,605739100,52416,62268
1184,306011143,Yorkeys Knob - Machans Beach,3859,46,215675178,47870,55889
1185,306021144,Bentley Park,4526,39,266656657,53152,58917
1186,306021145,Cairns City,7834,34,429552507,40837,54832
1187,306021146,Earlville - Bayview Heights,4918,45,294846753,50130,59953
1188,306021147,Edmonton,6138,40,347911662,51024,56682
1189,306021148,Gordonvale - Trinity,5212,43,308946044,51723,59276
1190,306021149,Kanimbla - Mooroobool,5857,44,372127859,51317,63536
1191,306021150,Lamb Range,np,np,np,np,np
1192,306021151,Manoora,2820,40,130294014,42907,46204
1193,306021152,Manunda,2643,42,133565932,44129,50536
1194,306021153,Mount Sheridan,5201,42,315304159,53809,60624
1195,306021154,Westcourt - Bungalow,3601,39,179823305,43943,49937
1196,306021155,White Rock,2539,41,135191539,47714,53246
1197,306021156,Whitfield - Edge Hill,5265,46,375076571,53121,71240
1198,306021157,Woree,2522,41,126856091,46647,50300
1199,306031158,Babinda,2508,50,138045998,44925,55042
1200,306031159,Innisfail,4757,44,228589225,41144,48053
1201,306031160,Johnstone,4597,48,224604526,42337,48859
1202,306031161,Tully,6272,47,307956514,40733,49100
1203,306031162,Wooroonooran,7,59,519824,82545,74261
1204,306031163,Yarrabah,534,38,23572719,40845,44144
1205,306041164,Daintree,3929,47,191705569,42171,48792
1206,306041165,Port Douglas,3808,41,180313691,40983,47351
1207,306051166,Atherton,6249,46,322744997,43440,51647
1208,306051167,Herberton,2523,50,109235195,35438,43296
1209,306051168,Kuranda,2714,48,140084500,41326,51616
1210,306051169,Malanda - Yungaburra,5090,51,254224480,38677,49946
1211,306051170,Mareeba,6814,42,337334982,41947,49506
1212,307011171,Balonne,2500,44,117637548,43116,47055
1213,307011172,Chinchilla,4379,41,261775579,47921,59780
1214,307011173,Goondiwindi,4118,42,219665544,47883,53343
1215,307011174,Inglewood - Waggamba,2306,45,97392565,37858,42234
1216,307011175,Miles - Wandoan,2222,44,97463472,41616,43863
1217,307011176,Roma,4307,40,261813853,54950,60788
1218,307011177,Roma Region,3274,46,143963458,39402,43972
1219,307011178,Tara,1722,47,74358718,37001,43182
1220,307021179,Crows Nest - Rosalie,4396,49,196128499,38869,44615
1221,307021180,Jondaryan,4168,45,212262495,46644,50927
1222,307021181,Millmerran,1780,47,80256557,40829,45088
1223,307021182,Pittsworth,3395,45,174810954,44509,51491
1224,307021183,Wambo,9561,43,514836413,47610,53848
1225,307031184,Clifton - Greenmount,2881,48,127548268,37918,44272
1226,307031185,Southern Downs - East,2447,49,97619840,34947,39894
1227,307031186,Southern Downs - West,2557,49,105853774,36188,41398
1228,307031187,Stanthorpe,2940,45,129615623,35085,44087
1229,307031188,Stanthorpe Region,3329,48,138692535,34420,41662
1230,307031189,Warwick,7967,44,389736320,44282,48919
1231,308011190,Central Highlands - East,3757,39,299172981,66765,79631
1232,308011191,Central Highlands - West,3980,44,254005907,50551,63821
1233,308011192,Emerald,8531,38,654308942,60115,76698
1234,308031205,Berserker,3347,38,176564849,48367,52753
1235,308031206,Bouldercombe,994,48,59240055,50248,59598
1236,308031207,Emu Park,2800,48,170427185,47671,60867
1237,308031208,Frenchville - Mount Archer,5186,42,340397750,56778,65638
1238,308031209,Glenlee - Rockyview,2748,45,203922173,64455,74207
1239,308031210,Gracemere,6271,38,401084389,54758,63959
1240,308031211,Lakes Creek,2593,39,145556986,50804,56135
1241,308031212,Mount Morgan,1020,48,52423935,44294,51396
1242,308031213,Norman Gardens,5936,41,404001209,57617,68060
1243,308031214,Park Avenue,2568,40,143952705,51485,56056
1244,308031215,Parkhurst - Kawana,3778,40,241349317,55175,63883
1245,308031216,Rockhampton - West,3088,42,200734641,55996,65005
1246,308031217,Rockhampton City,1682,42,91131340,45705,54180
1247,308031218,Rockhampton Region - East,1942,48,123622217,52603,63657
1248,308031219,Rockhampton Region - North,2590,48,153172883,43383,59140
1249,308031220,Rockhampton Region - West,1749,46,97408894,47948,55694
1250,308031221,Shoalwater Bay,np,np,np,np,np
1251,308031222,The Range - Allenstown,4115,43,309853859,57013,75299
1252,308031223,Yeppoon,10955,45,747786979,54277,68260
1253,308041528,Banana,4876,46,284383920,47212,58323
1254,308041529,Biloela,3370,41,243935212,59128,72384
1255,308051530,Agnes Water - Miriam Vale,3250,50,164015000,36247,50466
1256,308051531,Boyne Island - Tannum Sands,5631,44,423028409,62059,75125
1257,308051532,Callemondah,np,np,np,np,np
1258,308051533,Clinton - New Auckland,7260,39,529649556,61120,72954
1259,308051534,Gladstone,3009,42,204042955,51931,67811
1260,308051535,Gladstone Hinterland,6118,44,431458234,58471,70523
1261,308051536,Kin Kora - Sun Valley,2025,43,140610635,58701,69437
1262,308051537,South Trees,np,np,np,np,np
1263,308051538,Telina - Toolooa,3478,40,251655284,58933,72356
1264,308051539,West Gladstone,2442,42,161427142,51574,66104
1265,309011224,Broadbeach Waters,5535,44,391405868,45495,70715
1266,309011225,Burleigh Heads,6264,42,395916019,47894,63205
1267,309011226,Burleigh Waters,8862,43,528214540,47756,59604
1268,309011227,Mermaid Beach - Broadbeach,8853,38,606214113,47961,68476
1269,309011228,Mermaid Waters,8057,42,479795172,45802,59550
1270,309011229,Miami,5057,38,329313052,48701,65120
1271,309021230,Coolangatta,3935,44,215502055,41868,54765
1272,309021231,Currumbin - Tugun,7658,43,476221777,47932,62186
1273,309021232,Currumbin Waters,5885,44,332531015,46752,56505
1274,309021233,Elanora,7497,44,410220035,45657,54718
1275,309021234,Palm Beach,9790,41,608854296,48100,62191
1276,309031235,Arundel,6248,44,348171910,45380,55725
1277,309031236,Biggera Waters,5479,42,291921278,43644,53280
1278,309031237,Coombabah,5069,45,253303225,44663,49971
1279,309031238,Labrador,10047,42,503106630,43625,50075
1280,309031239,Paradise Point - Hollywell,6895,48,475625723,44752,68981
1281,309031240,Runaway Bay,5844,51,364216169,46018,62323
1282,309041241,Guanaba - Springbrook,2716,47,161832024,47607,59585
1283,309041242,Tamborine - Canungra,9026,48,509684609,45148,56468
1284,309051243,Currumbin Valley - Tallebudgera,4781,46,302684262,44849,63310
1285,309051244,Mudgeeraba - Bonogin,11348,44,687596148,48592,60592
1286,309051245,Reedy Creek - Andrews,5072,42,318130803,50557,62723
1287,309061246,Carrara,8007,44,459146349,47512,57343
1288,309061247,Highland Park,5139,43,271788641,46779,52887
1289,309061248,Nerang - Mount Nathan,12082,42,645286909,46515,53409
1290,309061249,Pacific Pines - Gaven,11254,40,640423710,49877,56906
1291,309061250,Worongary - Tallai,5067,46,320585977,47809,63269
1292,309071251,Coomera,9928,37,562336645,47753,56641
1293,309071252,Helensvale,10933,44,675602323,49534,61795
1294,309071253,Hope Island,8162,49,629524483,48477,77129
1295,309071254,Jacobs Well - Alberton,2651,46,168481793,51057,63554
1296,309071255,Ormeau - Yatala,12652,40,769958533,53473,60857
1297,309071256,Oxenford - Maudsland,10415,41,616573052,51179,59200
1298,309071257,Pimpama,10459,33,621611292,49106,59433
1299,309071258,Upper Coomera - Willow Vale,19470,39,1156863679,51145,59418
1300,309081259,Clear Island Waters,2706,49,185928422,42919,68710
1301,309081260,Merrimac,4209,41,223683633,47634,53144
1302,309081261,Robina,15107,43,846151383,45813,56011
1303,309081262,Varsity Lakes,9764,39,529240424,46471,54203
1304,309091263,Ashmore,7326,44,417909371,45937,57045
1305,309091264,Molendinar,4025,41,212529368,43867,52802
1306,309091265,Parkwood,5479,41,297954371,45160,54381
1307,309091540,Southport - North,8659,36,416232033,38994,48069
1308,309091541,Southport - South,10586,40,594571273,41980,56166
1309,309101267,Benowa,5671,46,388289410,45044,68469
1310,309101268,Bundall,3248,45,245471702,48078,75576
1311,309101269,Main Beach,2582,54,218199440,49679,84508
1312,309101270,Surfers Paradise,16121,37,911493058,36802,56541
1313,310011271,Darra - Sumner,2713,37,141918771,48283,52311
1314,310011272,Durack,4132,40,201497879,44660,48765
1315,310011273,Forest Lake - Doolandella,17548,40,1013498183,52328,57756
1316,310011274,Inala - Richlands,8137,36,348644413,39638,42847
1317,310011275,Oxley (Qld),4944,39,323663925,57982,65466
1318,310011276,Wacol,1168,37,55482302,44559,47502
1319,310021277,Boonah,6930,47,343386276,42757,49551
1320,310021278,Esk,2369,51,112522071,39847,47498
1321,310021279,Lake Manchester - England Creek,3,41,401799,100708,133933
1322,310021280,Lockyer Valley - East,10369,44,541149004,47601,52189
1323,310021281,Lowood,7038,44,380219861,48806,54024
1324,310021282,Rosewood,6713,44,375526603,50605,55940
1325,310031283,Brassall,5923,39,324144456,50360,54726
1326,310031284,Bundamba,4727,39,241592524,49352,51109
1327,310031285,Churchill - Yamanto,3872,39,222621950,54089,57495
1328,310031286,Ipswich - Central,3418,43,200511502,51217,58663
1329,310031287,Ipswich - East,9057,42,496085101,49670,54774
1330,310031288,Ipswich - North,2952,44,192263097,57453,65130
1331,310031289,Karalee - Barellan Point,3701,44,256255543,60715,69240
1332,310031290,Karana Downs,3816,46,272840097,61645,71499
1333,310031291,Leichhardt - One Mile,3650,39,183700538,47068,50329
1334,310031292,North Ipswich - Tivoli,3149,41,168118293,50792,53388
1335,310031293,Raceview,8108,40,467593034,53799,57671
1336,310031294,Ripley,5241,35,333719747,60144,63675
1337,310031295,Riverview,1220,40,56565131,45109,46365
1338,310041296,Bellbird Park - Brookwater,9854,38,662419574,57635,67223
1339,310041297,Camira - Gailes,5351,41,298824500,51550,55845
1340,310041298,Carole Park,27,34,1895557,49416,70206
1341,310041299,Collingwood Park - Redbank,5227,37,281351264,51193,53827
1342,310041300,Goodna,5121,38,247995790,46467,48427
1343,310041301,New Chum,np,np,np,np,np
1344,310041302,Redbank Plains,11458,34,579325674,48811,50561
1345,310041303,Springfield,4209,39,262655033,55779,62403
1346,310041304,Springfield Lakes,12007,36,766389491,59016,63829
1347,311011305,Beaudesert,7066,46,353674645,44295,50053
1348,311021306,Beenleigh,4035,40,197720238,47220,49001
1349,311021307,Eagleby,5799,39,261652988,43988,45120
1350,311021308,Edens Landing - Holmview,4910,36,264786334,50806,53928
1351,311021309,Mount Warren Park,3193,42,176783118,50908,55366
1352,311021310,Wolffdene - Bahrs Scrub,4265,41,257024311,52994,60264
1353,311031311,Boronia Heights - Park Ridge,7604,39,387633321,47601,50978
1354,311031312,Browns Plains,3995,37,205598186,48463,51464
1355,311031313,Chambers Flat - Logan Reserve,3549,38,189430722,49023,53376
1356,311031314,Crestmead,5959,37,293571881,47983,49265
1357,311031315,Greenbank Military Camp,np,np,np,np,np
1358,311031316,Hillcrest,5022,41,290199412,51612,57786
1359,311031317,Marsden,7164,36,341038704,45918,47605
1360,311031318,Munruben - Park Ridge South,2805,46,163318408,52827,58224
1361,311031319,Regents Park - Heritage Park,9440,40,526193044,51893,55741
1362,311041320,Greenbank,8600,42,540277209,55000,62823
1363,311041321,Jimboomba,17561,39,1024795235,52915,58356
1364,311041322,Logan Village,4761,44,286537249,52201,60184
1365,311051323,Bethania - Waterford,5673,38,298353344,49735,52592
1366,311051324,Cornubia - Carbrook,5747,44,392613662,54655,68316
1367,311051325,Loganholme - Tanah Merah,6679,40,382052781,53007,57202
1368,311051326,Loganlea,5479,37,266962849,45981,48725
1369,311051327,Shailer Park,7563,43,478436971,54942,63260
1370,311051328,Waterford West,3550,39,173544453,47360,48886
1371,311061329,Daisy Hill,4095,42,262574742,54520,64121
1372,311061330,Kingston (Qldnp),4423,37,196812255,43536,44497
1373,311061331,Logan Central,2518,38,106872462,41647,42443
